Annual_Income,Employment_Length,Debt_to_Income,Credit_Score,Loan_Amount,Loan_Term,Home_Ownership,Default
63362.99,40,24.77,604.0,41700,36,MORTGAGE,0
29168.98,20,8.0,705.0,19600,60,MORTGAGE,0
94808.51,24,6.35,715.0,10700,60,MORTGAGE,1
42870.02,22,10.47,675.0,20700,60,MORTGAGE,0
152763.9,10,12.15,615.0,2900,36,MORTGAGE,0
102746.91,32,27.5,728.0,10900,36,RENT,0
47874.54,19,7.04,703.0,4700,36,MORTGAGE,0
113607.88,24,23.69,696.0,3300,36,MORTGAGE,0
61940.39,25,28.42,668.0,7600,36,RENT,0
91710.01,39,34.45,622.0,2400,36,MORTGAGE,0
76295.28,11,15.08,619.0,41200,60,MORTGAGE,1
39215.28,31,15.87,623.0,21900,36,RENT,0
43400.45,32,40.36,585.0,2200,60,RENT,0
100205.71,9,33.53,603.0,4700,60,MORTGAGE,0
50645.84,3,17.25,644.0,31900,60,RENT,0
48931.46,14,31.47,599.0,36200,36,RENT,0
37139.59,5,22.47,649.0,30700,36,MORTGAGE,0
73998.46,26,20.16,678.0,28000,36,RENT,0
167923.28,4,44.83,618.0,2600,36,RENT,0
35109.73,4,30.75,701.0,15900,36,MORTGAGE,0
60603.61,17,38.87,721.0,10600,60,RENT,0
121310.7,27,9.38,575.0,47300,60,MORTGAGE,0
57536.76,34,37.98,737.0,46600,36,RENT,1
75070.72,21,18.44,702.0,23900,60,RENT,0
35200.07,33,18.31,664.0,11100,36,RENT,0
74172.86,3,23.9,747.0,13600,36,MORTGAGE,0
54525.72,17,25.12,673.0,7600,60,RENT,0
98013.94,40,30.55,641.0,20700,36,RENT,0
108411.89,25,28.83,607.0,11100,60,MORTGAGE,0
218552.56,21,13.47,690.0,5300,60,RENT,0
80002.77,32,10.04,670.0,23900,36,RENT,0
70466.88,13,18.09,588.0,31700,60,RENT,1
65985.62,30,19.87,654.0,34100,36,MORTGAGE,0
50182.26,9,20.89,743.0,6900,36,MORTGAGE,0
70915.33,23,33.67,699.0,3200,36,MORTGAGE,0
51652.78,20,21.84,600.0,15000,60,MORTGAGE,0
65135.86,7,46.37,687.0,37300,60,MORTGAGE,0
115704.96,31,34.46,718.0,37400,60,RENT,0
36196.9,30,16.99,711.0,31600,36,MORTGAGE,0
105867.04,33,2.24,711.0,16500,36,MORTGAGE,0
115677.05,22,43.88,741.0,17900,36,MORTGAGE,0
56441.82,24,17.18,707.0,9800,36,RENT,0
20724.51,6,29.29,637.0,1300,36,RENT,0
44182.72,18,13.33,680.0,3900,36,RENT,0
114519.14,6,35.99,672.0,14500,36,MORTGAGE,0
59193.44,7,28.48,690.0,32000,36,MORTGAGE,0
36328.17,13,9.13,697.0,19400,36,OWN,0
46518.83,0,0.45,661.0,35700,36,OWN,0
91154.4,12,21.89,694.0,38200,60,MORTGAGE,0
78697.51,2,24.97,651.0,26500,60,MORTGAGE,0
53131.96,27,27.63,652.0,22600,60,RENT,0
49840.73,37,12.22,663.0,19100,60,RENT,1
49223.23,14,13.56,638.0,35800,36,RENT,0
37752.04,35,1.1,727.0,46400,36,OWN,0
134280.72,2,14.48,716.0,31200,36,MORTGAGE,0
50962.22,3,3.69,704.0,7200,36,RENT,0
110037.8,4,12.87,710.0,3000,60,RENT,0
128111.73,25,23.28,694.0,5000,60,MORTGAGE,0
98632.44,24,23.14,619.0,5200,36,MORTGAGE,0
48251.87,9,13.26,722.0,17100,36,MORTGAGE,0
73266.96,7,22.72,778.0,48200,36,MORTGAGE,0
59154.16,11,34.78,703.0,27300,36,MORTGAGE,0
38106.84,2,17.22,622.0,45100,60,RENT,0
70416.27,26,7.21,703.0,35000,60,RENT,0
33205.81,22,27.86,618.0,23300,36,MORTGAGE,0
108427.79,39,30.92,658.0,5200,60,RENT,0
47462.32,32,13.04,544.0,13800,36,RENT,0
66209.54,13,13.11,741.0,23200,36,MORTGAGE,0
68984.97,22,0.17,689.0,33800,60,MORTGAGE,0
52604.0,30,15.39,696.0,47100,60,OWN,0
80285.71,12,10.77,715.0,46900,60,MORTGAGE,0
47218.84,11,4.77,689.0,26200,36,MORTGAGE,0
92563.36,34,16.35,728.0,3800,36,OWN,0
30546.65,17,19.95,725.0,3400,36,MORTGAGE,0
63779.67,20,18.12,669.0,35800,60,RENT,0
157860.1,0,16.76,606.0,44300,60,RENT,0
36309.49,37,35.24,618.0,35400,60,MORTGAGE,1
42664.72,40,23.07,694.0,28400,36,MORTGAGE,0
77416.4,8,26.51,624.0,47300,60,MORTGAGE,0
65499.05,22,38.11,669.0,17100,60,RENT,0
71347.32,13,29.87,799.0,3500,36,MORTGAGE,0
76465.4,10,17.26,727.0,47900,36,MORTGAGE,0
82237.01,6,1.47,576.0,9600,36,RENT,0
104281.57,30,16.29,798.0,36800,36,RENT,0
73490.35,23,34.55,742.0,19800,60,RENT,0
53070.22,25,29.8,701.0,47200,36,MORTGAGE,0
83808.26,29,16.33,683.0,25400,36,MORTGAGE,0
154808.01,33,19.21,620.0,16800,36,MORTGAGE,0
56032.27,37,21.28,650.0,15700,36,MORTGAGE,0
36780.95,4,13.84,561.0,15800,36,MORTGAGE,0
104145.09,4,14.44,729.0,23200,36,MORTGAGE,0
56376.6,18,13.51,678.0,2200,60,MORTGAGE,0
20204.59,37,24.92,611.0,7600,36,RENT,1
91464.92,27,9.44,729.0,3900,60,OWN,0
45813.58,25,34.42,681.0,6000,36,RENT,0
57224.27,22,19.94,751.0,24000,36,MORTGAGE,0
70685.11,29,8.94,651.0,31000,36,MORTGAGE,0
65857.58,2,30.26,742.0,3900,36,OWN,0
85367.94,27,35.0,688.0,48200,36,RENT,0
48158.69,32,51.41,627.0,2500,36,OWN,0
77385.36,2,33.71,705.0,7400,36,RENT,0
52587.13,4,11.25,671.0,13600,36,MORTGAGE,0
86630.33,18,22.1,700.0,46100,36,MORTGAGE,0
81445.04,0,45.29,627.0,39600,36,RENT,1
37506.92,37,12.22,545.0,31800,36,RENT,0
103052.21,8,7.3,656.0,25800,60,MORTGAGE,0
45799.03,4,16.1,693.0,6600,36,OWN,0
89682.32,33,9.85,705.0,1300,36,MORTGAGE,0
71944.02,36,13.92,651.0,2800,36,MORTGAGE,0
150105.23,32,13.39,700.0,19300,60,RENT,0
53544.43,24,27.16,648.0,30300,36,MORTGAGE,0
50278.94,28,7.03,660.0,6200,36,OWN,0
59295.59,24,21.31,733.0,44400,60,MORTGAGE,0
51452.28,8,12.35,600.0,3600,60,MORTGAGE,0
89319.13,2,25.5,772.0,16700,36,RENT,0
26684.67,14,26.59,663.0,1300,36,MORTGAGE,1
35353.72,3,28.93,760.0,23600,60,MORTGAGE,0
35104.99,37,28.92,752.0,13900,36,MORTGAGE,0
96293.28,19,13.79,566.0,1700,36,MORTGAGE,0
140829.71,22,19.96,696.0,30700,60,MORTGAGE,0
56827.49,36,34.7,620.0,32600,60,MORTGAGE,0
55027.54,7,24.42,662.0,47500,36,MORTGAGE,0
62008.46,36,28.87,694.0,12000,36,MORTGAGE,0
107038.0,32,7.83,754.0,26600,36,MORTGAGE,0
37658.86,32,29.54,606.0,33300,36,MORTGAGE,0
67452.88,6,1.14,799.0,18000,36,RENT,0
97499.14,21,4.71,651.0,33700,60,RENT,0
76921.99,4,11.01,608.0,11700,36,MORTGAGE,0
65827.36,14,24.26,727.0,4300,36,OWN,0
98767.42,20,25.97,686.0,25100,36,MORTGAGE,0
15496.72,24,11.86,754.0,14400,36,MORTGAGE,0
84030.71,16,0.75,628.0,45600,36,MORTGAGE,0
43172.64,6,29.53,673.0,35600,36,OWN,0
23973.0,18,25.88,715.0,33600,36,MORTGAGE,0
77311.76,6,24.28,633.0,30200,36,MORTGAGE,0
118994.11,39,39.27,748.0,32800,60,MORTGAGE,0
55897.55,23,21.5,689.0,19300,36,MORTGAGE,0
96416.95,10,10.08,629.0,16900,60,MORTGAGE,0
134072.92,40,33.29,749.0,34900,36,MORTGAGE,0
115549.84,0,15.93,673.0,25200,36,MORTGAGE,0
135941.82,31,18.95,746.0,37800,36,RENT,0
86774.12,39,14.64,642.0,32700,36,MORTGAGE,0
62175.53,1,11.68,598.0,17500,36,MORTGAGE,0
26876.76,14,15.78,632.0,7900,36,RENT,0
52942.87,20,35.21,661.0,45700,36,OWN,1
39276.31,23,9.33,671.0,45100,36,MORTGAGE,0
177277.46,16,30.7,718.0,14500,60,MORTGAGE,0
54833.53,8,1.51,766.0,18500,36,MORTGAGE,0
63678.51,34,36.01,666.0,36900,60,MORTGAGE,0
78884.71,19,37.06,765.0,27000,60,MORTGAGE,0
61193.8,18,9.76,722.0,2400,36,MORTGAGE,0
139738.14,17,20.79,683.0,17100,36,RENT,0
43856.37,19,26.44,679.0,30700,36,MORTGAGE,1
65992.99,29,13.96,692.0,36100,60,RENT,0
41306.07,39,38.83,714.0,25300,36,OWN,0
30945.68,0,20.22,716.0,12900,36,RENT,0
44095.61,23,14.8,594.0,41400,36,RENT,1
58775.57,23,20.79,719.0,31600,60,OWN,0
48307.83,18,12.64,686.0,25900,36,MORTGAGE,0
42352.79,29,20.21,683.0,21500,36,RENT,1
29638.85,25,15.5,649.0,34100,60,MORTGAGE,0
57437.19,37,12.21,704.0,17700,60,RENT,0
28215.87,28,27.97,699.0,4400,60,OWN,0
87555.48,12,3.08,683.0,14200,36,MORTGAGE,0
62393.72,3,37.63,722.0,45300,60,RENT,0
28889.23,16,22.3,624.0,45500,60,MORTGAGE,1
51297.41,32,38.47,667.0,28500,36,RENT,0
41106.51,4,29.62,681.0,41600,36,MORTGAGE,0
70233.96,27,6.57,658.0,25000,36,MORTGAGE,1
117034.64,23,20.71,667.0,32400,36,MORTGAGE,1
23445.03,16,2.05,605.0,2700,60,OWN,0
63418.64,38,10.96,693.0,24500,60,OWN,0
55267.13,39,18.63,766.0,47700,60,RENT,1
83756.58,10,12.95,707.0,3300,36,RENT,0
66609.22,11,15.24,664.0,41800,60,MORTGAGE,0
41110.36,12,13.33,728.0,46500,60,MORTGAGE,0
51045.52,7,42.29,665.0,8500,36,RENT,0
40214.67,0,21.19,700.0,34000,60,OWN,0
102539.52,8,26.23,709.0,14700,60,OWN,0
60515.56,27,19.48,596.0,17600,60,OWN,0
154909.34,1,23.37,694.0,15900,36,MORTGAGE,0
58085.4,13,0.0,777.0,8400,36,MORTGAGE,0
42015.62,12,36.71,636.0,29500,60,RENT,0
28089.27,1,12.78,735.0,32400,36,OWN,0
24304.82,3,31.46,703.0,28500,36,RENT,0
27117.43,11,31.85,632.0,32100,36,RENT,1
68429.78,9,2.02,678.0,11400,36,RENT,0
77216.04,2,20.56,627.0,2700,36,MORTGAGE,0
27157.39,3,24.05,702.0,9800,60,OWN,1
93668.68,5,21.1,632.0,45900,36,RENT,0
47026.64,22,19.99,690.0,38700,36,RENT,1
64433.99,4,15.64,768.0,11400,60,RENT,0
134069.06,2,12.86,659.0,1300,60,MORTGAGE,0
93753.07,9,30.58,701.0,16800,60,MORTGAGE,0
52351.44,18,23.98,598.0,12600,36,RENT,0
38345.94,13,21.85,668.0,11300,60,MORTGAGE,1
20416.37,20,3.99,603.0,48400,36,RENT,0
41790.46,27,17.43,680.0,24600,36,MORTGAGE,0
53875.7,20,19.44,646.0,29700,60,RENT,0
36549.04,35,28.41,616.0,6700,36,MORTGAGE,0
56070.86,23,2.56,667.0,28100,36,MORTGAGE,0
62219.64,37,9.04,543.0,20700,60,MORTGAGE,0
53507.23,16,37.99,620.0,48200,36,MORTGAGE,1
43260.65,21,12.03,787.0,1400,36,MORTGAGE,0
65142.17,18,1.48,665.0,21100,36,RENT,0
74680.2,9,13.02,656.0,46100,36,RENT,0
34710.6,10,12.06,683.0,12400,36,MORTGAGE,0
121232.59,37,26.51,742.0,41900,36,RENT,0
56994.27,1,26.39,757.0,10500,36,MORTGAGE,0
60441.11,32,10.31,673.0,26200,36,MORTGAGE,0
85315.14,30,16.21,673.0,3600,36,OWN,0
67279.31,34,25.37,697.0,30000,60,MORTGAGE,0
96429.58,36,25.7,688.0,1600,36,RENT,0
69117.42,35,9.65,670.0,16500,36,RENT,0
44080.88,22,10.76,700.0,6800,36,RENT,0
71736.27,35,41.16,709.0,12500,36,MORTGAGE,0
33797.32,39,17.4,667.0,4400,60,RENT,0
63213.92,38,34.93,798.0,48900,60,MORTGAGE,0
58887.55,25,22.29,771.0,19800,36,MORTGAGE,0
53956.94,24,30.95,702.0,1500,36,MORTGAGE,0
56147.15,16,26.25,733.0,42700,36,MORTGAGE,0
23366.89,14,21.71,623.0,18500,36,RENT,0
45507.73,36,21.59,672.0,17800,36,RENT,0
62719.17,3,7.59,713.0,10400,36,MORTGAGE,0
64856.23,21,18.33,747.0,42300,36,OWN,0
35816.45,16,14.78,614.0,12100,36,RENT,0
112741.62,21,16.72,656.0,14800,60,OWN,0
38828.61,16,16.3,671.0,48400,36,MORTGAGE,0
97219.7,13,21.62,762.0,19300,36,OWN,0
74131.6,13,26.38,684.0,13800,36,MORTGAGE,0
43342.39,16,18.62,727.0,36600,36,RENT,1
145459.86,7,29.55,686.0,3000,36,RENT,0
32964.34,33,15.85,700.0,43700,36,MORTGAGE,0
94804.97,25,20.87,631.0,5300,60,MORTGAGE,0
98744.52,29,45.23,648.0,8600,60,RENT,1
42816.97,21,7.99,657.0,46900,36,MORTGAGE,0
120118.33,15,15.79,630.0,31100,36,RENT,1
52837.52,29,1.86,611.0,13100,36,MORTGAGE,0
69171.68,15,22.28,656.0,4800,36,MORTGAGE,1
68197.35,37,20.17,603.0,14400,36,OWN,0
55985.37,23,21.26,665.0,7700,36,RENT,0
89805.74,35,10.88,695.0,35400,60,RENT,0
89031.4,34,12.38,639.0,10900,36,MORTGAGE,0
24977.58,5,20.54,637.0,34700,36,RENT,0
114940.53,3,5.97,666.0,28800,36,MORTGAGE,0
26075.57,17,28.82,733.0,30400,60,OWN,0
100335.32,5,6.09,688.0,22800,36,RENT,1
105172.02,25,18.49,794.0,26700,36,RENT,0
34700.76,36,15.64,638.0,24400,36,OWN,0
48756.45,26,15.0,645.0,18200,60,RENT,1
34445.98,40,3.94,716.0,23900,60,MORTGAGE,0
53773.68,10,19.56,542.0,38100,36,MORTGAGE,0
51327.55,37,7.92,706.0,26000,36,MORTGAGE,0
88417.95,15,21.4,673.0,6900,36,RENT,0
115284.05,18,12.41,689.0,26600,60,MORTGAGE,0
120311.79,14,19.5,667.0,12600,60,MORTGAGE,0
45202.88,25,1.89,694.0,30400,36,RENT,0
53927.14,40,29.12,576.0,5500,60,RENT,0
25803.9,30,30.96,616.0,23600,60,RENT,1
40017.21,18,14.48,760.0,21800,36,MORTGAGE,0
96996.08,23,48.01,683.0,4500,36,MORTGAGE,0
134294.63,8,27.61,627.0,39700,36,RENT,0
32300.1,22,17.42,661.0,32800,36,RENT,0
44523.3,3,15.09,701.0,10700,36,RENT,0
59088.83,9,12.19,675.0,39000,36,MORTGAGE,0
68877.21,8,14.09,667.0,24500,36,MORTGAGE,1
39942.58,18,18.9,632.0,27700,36,RENT,0
74015.55,14,19.56,611.0,23900,60,MORTGAGE,0
47243.97,33,5.96,572.0,27400,36,MORTGAGE,0
59443.04,18,33.55,628.0,8400,60,MORTGAGE,0
78679.83,20,27.87,741.0,30300,60,RENT,0
60066.71,33,38.47,649.0,16300,36,RENT,0
48137.03,16,23.68,657.0,4500,36,RENT,0
56681.04,17,30.47,593.0,3800,36,MORTGAGE,0
57286.4,16,7.5,669.0,38000,36,MORTGAGE,0
49761.38,1,26.02,646.0,29000,36,OWN,1
52606.87,0,2.08,651.0,31700,36,RENT,0
133162.25,9,10.28,656.0,15900,60,MORTGAGE,0
79257.69,36,45.07,647.0,25600,36,OWN,0
51650.74,4,16.5,655.0,1300,60,MORTGAGE,0
84836.16,11,19.81,675.0,4200,36,RENT,0
50670.05,35,27.02,554.0,14200,36,MORTGAGE,0
107641.58,30,19.61,598.0,27900,36,MORTGAGE,0
72028.78,37,9.79,647.0,38300,36,MORTGAGE,0
56746.48,8,10.03,715.0,15500,36,MORTGAGE,0
74896.2,25,28.01,604.0,16500,36,MORTGAGE,1
27297.81,14,22.98,683.0,13200,36,MORTGAGE,0
34085.12,15,28.36,742.0,4100,36,RENT,0
32959.59,12,25.87,645.0,19900,36,RENT,0
64310.07,24,20.6,649.0,16300,60,RENT,0
142380.38,29,20.13,714.0,39800,36,MORTGAGE,0
182709.01,6,20.97,698.0,28300,60,RENT,0
82374.03,3,16.36,645.0,6800,36,MORTGAGE,0
76912.39,39,16.48,689.0,21500,36,OWN,0
24330.14,37,25.02,618.0,32800,36,MORTGAGE,0
45645.63,29,34.41,733.0,38400,36,OWN,0
40380.74,9,3.24,651.0,42700,60,MORTGAGE,1
43895.9,29,43.87,685.0,38300,36,MORTGAGE,0
55046.2,38,26.93,752.0,22900,36,RENT,0
47285.3,6,24.36,656.0,27000,36,RENT,0
22255.63,35,9.92,613.0,22100,36,RENT,1
87025.38,34,12.88,649.0,25200,36,RENT,1
35018.38,23,26.11,659.0,6700,36,MORTGAGE,0
67482.49,38,22.51,665.0,11400,36,RENT,0
168896.49,35,7.08,682.0,33500,36,OWN,0
37809.2,19,11.38,678.0,20400,36,RENT,0
16896.41,31,12.6,651.0,43100,36,MORTGAGE,0
51896.05,38,11.75,644.0,27900,36,MORTGAGE,0
103826.84,25,22.71,682.0,46200,60,RENT,0
159400.27,25,9.76,655.0,47700,36,MORTGAGE,0
32377.7,35,27.79,634.0,39900,36,MORTGAGE,1
76753.14,34,5.15,558.0,2500,60,MORTGAGE,1
47445.87,34,29.76,624.0,5300,60,OWN,0
56784.91,11,50.6,710.0,18100,36,OWN,0
224621.42,32,27.79,728.0,6900,36,RENT,0
28240.57,35,14.56,692.0,20200,60,RENT,0
67973.27,13,15.0,694.0,17800,36,RENT,0
75648.02,32,8.76,650.0,20100,36,MORTGAGE,0
103042.12,23,30.78,618.0,39300,36,RENT,0
62880.51,14,21.63,655.0,36500,36,RENT,0
69844.41,30,1.91,518.0,3800,60,MORTGAGE,0
49225.93,16,5.47,723.0,20600,36,RENT,0
68498.25,11,2.43,683.0,4100,60,OWN,0
50433.14,21,27.62,709.0,23200,36,RENT,0
81698.09,22,9.98,651.0,35200,36,RENT,1
49771.35,25,28.34,586.0,13200,36,RENT,0
72297.89,13,14.42,683.0,17500,60,RENT,0
59004.48,11,27.92,678.0,47100,60,MORTGAGE,0
105137.59,3,17.43,674.0,37200,60,OWN,0
58355.16,12,29.5,684.0,12600,36,MORTGAGE,0
24673.47,17,12.08,628.0,26900,36,MORTGAGE,0
112528.38,27,12.65,693.0,37700,60,MORTGAGE,0
38068.17,37,15.45,684.0,32500,60,RENT,0
43179.31,40,28.34,747.0,35100,60,RENT,0
44452.18,18,9.18,702.0,10500,36,MORTGAGE,0
119040.5,37,14.23,622.0,12200,60,RENT,0
20581.81,2,17.5,629.0,40400,36,MORTGAGE,0
287470.14,18,23.99,659.0,9200,36,OWN,1
101521.76,19,16.04,749.0,3700,60,MORTGAGE,1
66944.52,24,25.78,648.0,46600,36,MORTGAGE,0
58253.12,10,12.52,656.0,37600,60,MORTGAGE,0
69063.18,16,29.89,667.0,44100,36,MORTGAGE,0
77696.17,34,27.57,695.0,10700,36,MORTGAGE,0
82669.65,13,14.27,617.0,31400,36,RENT,0
79047.34,38,27.21,675.0,5400,36,MORTGAGE,0
62616.89,18,9.08,718.0,8600,60,RENT,0
54248.51,2,21.62,652.0,25600,36,RENT,0
55512.49,33,12.1,760.0,43200,60,MORTGAGE,0
54314.46,40,23.13,624.0,41800,36,RENT,0
105544.19,21,18.3,656.0,30700,60,MORTGAGE,0
80561.68,37,12.41,715.0,32000,36,MORTGAGE,0
13763.92,26,4.29,642.0,30400,36,RENT,0
83112.5,20,17.84,665.0,4400,60,MORTGAGE,0
65997.23,40,31.93,616.0,12300,60,RENT,1
59316.67,30,22.84,641.0,47800,36,OWN,1
49303.03,26,4.36,758.0,24800,60,RENT,0
105035.78,36,17.66,697.0,20000,36,RENT,0
96159.47,1,31.88,708.0,35700,60,MORTGAGE,0
40682.82,8,16.9,631.0,3900,36,OWN,0
73388.77,18,10.27,684.0,2300,36,RENT,0
36833.82,35,37.47,646.0,36800,60,OWN,0
30037.17,9,9.19,594.0,27300,60,MORTGAGE,0
43767.26,39,17.74,627.0,32400,36,MORTGAGE,0
92152.19,38,13.85,653.0,8000,36,MORTGAGE,0
96429.02,6,26.53,784.0,32100,60,MORTGAGE,0
77384.57,3,24.81,769.0,16300,36,MORTGAGE,0
86038.31,14,11.05,594.0,24200,60,OWN,0
77504.33,11,13.0,634.0,6600,36,RENT,0
43445.35,5,21.39,654.0,4900,60,MORTGAGE,0
74307.06,8,22.18,676.0,40800,60,MORTGAGE,0
89340.01,34,17.71,671.0,3900,36,OWN,0
87303.49,7,16.93,770.0,44800,60,RENT,0
108494.71,6,7.71,658.0,22400,60,RENT,0
85318.95,3,38.5,768.0,4200,36,RENT,0
71376.51,12,26.38,722.0,38800,36,MORTGAGE,0
102239.68,18,20.06,678.0,31900,60,MORTGAGE,1
59085.41,6,29.76,638.0,16000,36,OWN,0
38525.0,9,17.96,628.0,5600,36,RENT,0
55186.11,24,11.86,766.0,10800,60,RENT,0
41255.87,34,23.46,699.0,39900,36,MORTGAGE,1
42719.5,24,21.39,678.0,36900,60,RENT,0
55700.29,28,36.82,559.0,9700,36,RENT,0
40287.24,11,12.63,637.0,26600,36,RENT,0
51329.41,39,10.37,648.0,23900,36,RENT,1
23229.83,11,41.01,662.0,35600,36,MORTGAGE,0
66612.46,5,31.85,665.0,29100,36,RENT,0
59910.24,9,26.37,651.0,27300,60,OWN,0
39793.37,1,13.16,678.0,33700,60,MORTGAGE,0
83251.62,24,24.18,722.0,21300,60,MORTGAGE,0
95681.96,6,7.09,650.0,48500,36,RENT,0
26801.69,39,14.87,604.0,13200,36,MORTGAGE,0
40889.87,22,8.37,634.0,14200,36,MORTGAGE,0
40758.87,10,12.47,614.0,21300,36,RENT,0
37423.29,35,8.09,647.0,2900,36,RENT,0
90647.84,22,26.96,778.0,16200,60,MORTGAGE,0
54343.86,6,37.87,651.0,47000,60,RENT,0
52456.66,26,29.76,612.0,23800,36,MORTGAGE,1
21983.97,12,27.49,628.0,27000,36,MORTGAGE,1
82265.66,16,16.64,754.0,22800,36,MORTGAGE,0
32220.91,31,21.92,644.0,40000,60,RENT,0
61695.5,25,9.28,630.0,4700,60,MORTGAGE,0
68781.39,21,7.01,586.0,9600,36,MORTGAGE,0
118223.16,12,5.47,667.0,11700,60,MORTGAGE,0
31119.5,11,7.8,584.0,45300,36,MORTGAGE,0
13230.02,6,26.87,651.0,9600,60,RENT,0
65638.96,0,27.97,651.0,36200,36,MORTGAGE,0
147304.27,32,10.98,583.0,5000,60,MORTGAGE,0
111243.1,13,22.94,766.0,24400,36,MORTGAGE,1
66491.52,40,31.42,779.0,37800,60,RENT,0
46825.44,16,18.48,678.0,21600,36,MORTGAGE,0
89640.39,3,12.57,755.0,2900,36,MORTGAGE,0
36799.03,38,15.83,672.0,18400,36,RENT,0
75976.46,0,34.31,577.0,21600,36,MORTGAGE,0
77090.48,40,19.3,662.0,26900,36,OWN,0
101732.79,23,41.36,649.0,2000,60,RENT,1
237953.37,33,13.32,623.0,19900,36,MORTGAGE,0
72853.66,33,14.94,674.0,15900,60,MORTGAGE,0
46421.51,23,5.95,628.0,26400,60,RENT,0
59113.4,14,30.72,679.0,8800,36,MORTGAGE,0
24722.33,16,20.94,689.0,41400,36,OWN,1
42304.28,12,11.0,748.0,22200,36,MORTGAGE,0
48793.81,6,16.41,664.0,18100,36,RENT,1
46071.78,8,24.85,609.0,34100,36,RENT,1
64613.42,34,11.73,645.0,10500,60,MORTGAGE,0
39687.44,22,23.42,641.0,18600,36,RENT,1
104874.04,38,28.99,796.0,7700,36,MORTGAGE,0
59880.34,22,15.66,665.0,17900,60,RENT,0
59596.36,25,1.38,695.0,37700,36,OWN,0
50820.38,0,17.3,721.0,19500,36,MORTGAGE,0
64705.1,13,14.96,740.0,37800,60,MORTGAGE,0
90449.7,31,7.55,689.0,23000,60,MORTGAGE,0
38810.06,9,25.87,644.0,6400,60,MORTGAGE,0
43085.5,0,26.26,639.0,47400,36,MORTGAGE,1
51438.23,4,22.18,603.0,42400,36,MORTGAGE,0
30548.31,2,15.67,701.0,6100,60,RENT,1
39750.24,26,21.35,799.0,32400,36,MORTGAGE,0
47187.75,21,13.5,733.0,47800,36,MORTGAGE,0
92706.57,17,26.85,680.0,30800,60,RENT,1
68273.75,15,15.62,608.0,12500,36,MORTGAGE,0
65959.42,1,17.48,644.0,18100,60,RENT,0
91624.04,12,18.31,699.0,49500,36,OWN,1
55899.69,15,52.67,652.0,34200,36,MORTGAGE,0
72782.62,7,9.8,668.0,34300,36,MORTGAGE,0
56862.37,7,15.3,688.0,49000,60,MORTGAGE,0
68369.44,9,3.98,683.0,11700,36,MORTGAGE,0
44739.89,32,22.54,780.0,45600,60,MORTGAGE,0
17687.11,30,37.31,759.0,27000,36,OWN,0
55986.19,11,17.71,653.0,32400,36,RENT,0
121950.93,8,13.58,736.0,46000,60,MORTGAGE,0
95140.28,36,19.39,610.0,22600,60,RENT,0
97022.55,8,30.35,727.0,41700,36,RENT,0
111086.6,17,33.81,707.0,10700,36,RENT,1
62588.0,29,9.53,626.0,5800,36,RENT,0
66082.41,31,26.58,730.0,29300,36,MORTGAGE,0
43966.1,39,18.98,613.0,4800,36,MORTGAGE,0
51121.66,22,34.43,660.0,8700,36,MORTGAGE,0
81461.48,10,42.95,683.0,39100,36,MORTGAGE,0
109309.9,19,38.21,598.0,20200,36,RENT,1
55841.74,18,10.14,677.0,43900,36,MORTGAGE,0
47805.95,35,11.59,620.0,7500,36,MORTGAGE,0
59889.95,25,36.94,649.0,31100,36,MORTGAGE,1
80870.42,9,18.96,671.0,22300,36,RENT,0
29087.76,23,12.31,571.0,21600,36,RENT,1
18994.59,12,6.37,622.0,3200,60,MORTGAGE,0
45466.52,33,21.4,656.0,31400,60,MORTGAGE,0
32521.08,28,15.88,639.0,15300,36,OWN,0
46440.63,35,23.9,617.0,9800,60,RENT,0
55609.53,6,21.9,601.0,47400,36,RENT,0
47732.88,29,7.84,615.0,49200,60,RENT,0
123776.62,16,11.82,588.0,7000,60,MORTGAGE,0
70500.31,12,29.45,631.0,15600,36,RENT,0
69580.33,23,30.33,734.0,45700,36,RENT,0
81724.05,30,16.29,599.0,4900,60,MORTGAGE,0
33880.11,26,21.76,704.0,31400,36,RENT,0
100665.25,20,9.59,613.0,41200,60,OWN,0
57648.4,0,19.46,694.0,43300,36,MORTGAGE,0
83720.6,14,31.05,808.0,7800,60,RENT,0
35033.9,2,36.68,689.0,41000,36,RENT,0
27532.45,5,18.74,645.0,29500,60,RENT,0
90124.27,13,16.86,670.0,41700,60,OWN,0
72272.92,37,5.64,718.0,16800,60,MORTGAGE,0
38138.3,32,14.02,681.0,46100,36,MORTGAGE,0
38760.95,37,19.32,675.0,4200,36,MORTGAGE,0
105105.24,7,18.26,658.0,49200,36,RENT,0
33034.05,25,14.33,675.0,31100,36,OWN,0
136126.04,14,31.87,597.0,14900,60,OWN,0
38165.59,13,24.14,631.0,20700,36,OWN,0
82388.07,19,18.34,766.0,33000,36,RENT,0
50801.99,18,26.84,710.0,40300,36,MORTGAGE,0
80950.55,32,19.74,670.0,7900,36,MORTGAGE,1
45612.77,35,35.52,610.0,41100,36,MORTGAGE,0
55193.67,23,12.05,769.0,13700,36,RENT,0
61111.76,9,23.28,639.0,37500,36,MORTGAGE,0
36275.81,33,0.0,612.0,30100,36,MORTGAGE,1
86717.6,35,16.08,686.0,13900,36,MORTGAGE,1
46322.97,35,21.52,638.0,48500,36,RENT,0
53407.16,15,16.79,567.0,25800,60,MORTGAGE,0
